Number,Title,Link,Premium,Acceptance,Difficulty
2189,Number of Ways to Build House of Cards,https://leetcode.com/problems/number-of-ways-to-build-house-of-cards,False,62.5%,Med.
2190,Most Frequent Number Following Key In an Array,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array,False,59.3%,Easy
2191,Sort the Jumbled Numbers,https://leetcode.com/problems/sort-the-jumbled-numbers,False,60.0%,Med.
2192,All Ancestors of a Node in a Directed Acyclic Graph,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph,False,62.0%,Med.
2193,Minimum Number of Moves to Make Palindrome,https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome,False,52.2%,Hard
2194,Cells in a Range on an Excel Sheet,https://leetcode.com/problems/cells-in-a-range-on-an-excel-sheet,False,84.0%,Easy
2195,Append K Integers With Minimal Sum,https://leetcode.com/problems/append-k-integers-with-minimal-sum,False,26.3%,Med.
2196,Create Binary Tree From Descriptions,https://leetcode.com/problems/create-binary-tree-from-descriptions,False,81.6%,Med.
2197,Replace Non-Coprime Numbers in Array,https://leetcode.com/problems/replace-non-coprime-numbers-in-array,False,40.8%,Hard
2198,Number of Single Divisor Triplets,https://leetcode.com/problems/number-of-single-divisor-triplets,False,54.3%,Med.
2199,Finding the Topic of Each Post,https://leetcode.com/problems/finding-the-topic-of-each-post,False,50.0%,Hard
2200,Find All K-Distant Indices in an Array,https://leetcode.com/problems/find-all-k-distant-indices-in-an-array,False,77.4%,Easy
2201,Count Artifacts That Can Be Extracted,https://leetcode.com/problems/count-artifacts-that-can-be-extracted,False,56.5%,Med.
2202,Maximize the Topmost Element After K Moves,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves,False,23.6%,Med.
2203,Minimum Weighted Subgraph With the Required Paths,https://leetcode.com/problems/minimum-weighted-subgraph-with-the-required-paths,False,39.1%,Hard
2204,Distance to a Cycle in Undirected Graph,https://leetcode.com/problems/distance-to-a-cycle-in-undirected-graph,False,73.0%,Hard
2205,The Number of Users That Are Eligible for Discount,https://leetcode.com/problems/the-number-of-users-that-are-eligible-for-discount,False,50.7%,Easy
2206,Divide Array Into Equal Pairs,https://leetcode.com/problems/divide-array-into-equal-pairs,False,79.3%,Easy
2207,Maximize Number of Subsequences in a String,https://leetcode.com/problems/maximize-number-of-subsequences-in-a-string,False,35.4%,Med.
2208,Minimum Operations to Halve Array Sum,https://leetcode.com/problems/minimum-operations-to-halve-array-sum,False,49.2%,Med.
2209,Minimum White Tiles After Covering With Carpets,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets,False,37.6%,Hard
2210,Count Hills and Valleys in an Array,https://leetcode.com/problems/count-hills-and-valleys-in-an-array,False,69.3%,Easy
2211,Count Collisions on a Road,https://leetcode.com/problems/count-collisions-on-a-road,False,44.6%,Med.
2212,Maximum Points in an Archery Competition,https://leetcode.com/problems/maximum-points-in-an-archery-competition,False,50.8%,Med.
2213,Longest Substring of One Repeating Character,https://leetcode.com/problems/longest-substring-of-one-repeating-character,False,33.5%,Hard
2214,Minimum Health to Beat Game,https://leetcode.com/problems/minimum-health-to-beat-game,False,58.8%,Med.
2215,Find the Difference of Two Arrays,https://leetcode.com/problems/find-the-difference-of-two-arrays,False,81.0%,Easy
2216,Minimum Deletions to Make Array Beautiful,https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful,False,49.2%,Med.
2217,Find Palindrome With Fixed Length,https://leetcode.com/problems/find-palindrome-with-fixed-length,False,37.5%,Med.
2218,Maximum Value of K Coins From Piles,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles,False,60.4%,Hard
2219,Maximum Sum Score of Array,https://leetcode.com/problems/maximum-sum-score-of-array,False,62.5%,Med.
2220,Minimum Bit Flips to Convert Number,https://leetcode.com/problems/minimum-bit-flips-to-convert-number,False,87.7%,Easy
2221,Find Triangular Sum of an Array,https://leetcode.com/problems/find-triangular-sum-of-an-array,False,78.9%,Med.
2222,Number of Ways to Select Buildings,https://leetcode.com/problems/number-of-ways-to-select-buildings,False,50.5%,Med.
2223,Sum of Scores of Built Strings,https://leetcode.com/problems/sum-of-scores-of-built-strings,False,42.9%,Hard
2224,Minimum Number of Operations to Convert Time,https://leetcode.com/problems/minimum-number-of-operations-to-convert-time,False,65.8%,Easy
2225,Find Players With Zero or One Losses,https://leetcode.com/problems/find-players-with-zero-or-one-losses,False,72.5%,Med.
2226,Maximum Candies Allocated to K Children,https://leetcode.com/problems/maximum-candies-allocated-to-k-children,False,50.0%,Med.
2227,Encrypt and Decrypt Strings,https://leetcode.com/problems/encrypt-and-decrypt-strings,False,37.1%,Hard
2228,Users With Two Purchases Within Seven Days,https://leetcode.com/problems/users-with-two-purchases-within-seven-days,False,46.4%,Med.
2229,Check if an Array Is Consecutive,https://leetcode.com/problems/check-if-an-array-is-consecutive,False,61.9%,Easy
2230,The Users That Are Eligible for Discount,https://leetcode.com/problems/the-users-that-are-eligible-for-discount,False,50.7%,Easy
2231,Largest Number After Digit Swaps by Parity,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity,False,64.2%,Easy
2232,Minimize Result by Adding Parentheses to Expression,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression,False,67.8%,Med.
2233,Maximum Product After K Increments,https://leetcode.com/problems/maximum-product-after-k-increments,False,42.6%,Med.
2234,Maximum Total Beauty of the Gardens,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens,False,30.0%,Hard
2235,Add Two Integers,https://leetcode.com/problems/add-two-integers,False,88.0%,Easy
2236,Root Equals Sum of Children,https://leetcode.com/problems/root-equals-sum-of-children,False,85.0%,Easy
2237,Count Positions on Street With Required Brightness,https://leetcode.com/problems/count-positions-on-street-with-required-brightness,False,62.5%,Med.
2238,Number of Times a Driver Was a Passenger,https://leetcode.com/problems/number-of-times-a-driver-was-a-passenger,False,72.1%,Med.
2239,Find Closest Number to Zero,https://leetcode.com/problems/find-closest-number-to-zero,False,47.4%,Easy
2240,Number of Ways to Buy Pens and Pencils,https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils,False,56.2%,Med.
2241,Design an ATM Machine,https://leetcode.com/problems/design-an-atm-machine,False,42.7%,Med.
2242,Maximum Score of a Node Sequence,https://leetcode.com/problems/maximum-score-of-a-node-sequence,False,39.3%,Hard
2243,Calculate Digit Sum of a String,https://leetcode.com/problems/calculate-digit-sum-of-a-string,False,66.8%,Easy
2244,Minimum Rounds to Complete All Tasks,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks,False,63.0%,Med.
2245,Maximum Trailing Zeros in a Cornered Path,https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path,False,36.8%,Med.
2246,Longest Path With Different Adjacent Characters,https://leetcode.com/problems/longest-path-with-different-adjacent-characters,False,53.9%,Hard
2247,Maximum Cost of Trip With K Highways,https://leetcode.com/problems/maximum-cost-of-trip-with-k-highways,False,50.5%,Hard
2248,Intersection of Multiple Arrays,https://leetcode.com/problems/intersection-of-multiple-arrays,False,68.5%,Easy
2249,Count Lattice Points Inside a Circle,https://leetcode.com/problems/count-lattice-points-inside-a-circle,False,55.6%,Med.
2250,Count Number of Rectangles Containing Each Point,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point,False,36.3%,Med.
2251,Number of Flowers in Full Bloom,https://leetcode.com/problems/number-of-flowers-in-full-bloom,False,57.4%,Hard
2252,Dynamic Pivoting of a Table,https://leetcode.com/problems/dynamic-pivoting-of-a-table,False,57.7%,Hard
2253,Dynamic Unpivoting of a Table,https://leetcode.com/problems/dynamic-unpivoting-of-a-table,False,69.1%,Hard
2254,Design Video Sharing Platform,https://leetcode.com/problems/design-video-sharing-platform,False,63.6%,Hard
2255,Count Prefixes of a Given String,https://leetcode.com/problems/count-prefixes-of-a-given-string,False,74.0%,Easy
2256,Minimum Average Difference,https://leetcode.com/problems/minimum-average-difference,False,43.6%,Med.
2257,Count Unguarded Cells in the Grid,https://leetcode.com/problems/count-unguarded-cells-in-the-grid,False,65.7%,Med.
2258,Escape the Spreading Fire,https://leetcode.com/problems/escape-the-spreading-fire,False,36.5%,Hard
2259,Remove Digit From Number to Maximize Result,https://leetcode.com/problems/remove-digit-from-number-to-maximize-result,False,47.6%,Easy
2260,Minimum Consecutive Cards to Pick Up,https://leetcode.com/problems/minimum-consecutive-cards-to-pick-up,False,52.9%,Med.
2261,K Divisible Elements Subarrays,https://leetcode.com/problems/k-divisible-elements-subarrays,False,54.3%,Med.
2262,Total Appeal of A String,https://leetcode.com/problems/total-appeal-of-a-string,False,55.9%,Hard
2263,Make Array Non-decreasing or Non-increasing,https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing,False,65.3%,Hard
2264,Largest 3-Same-Digit Number in String,https://leetcode.com/problems/largest-3-same-digit-number-in-string,False,72.8%,Easy
2265,Count Nodes Equal to Average of Subtree,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree,False,86.6%,Med.
2266,Count Number of Texts,https://leetcode.com/problems/count-number-of-texts,False,49.1%,Med.
2267,Check if There Is a Valid Parentheses String Path,https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path,False,39.6%,Hard
2268,Minimum Number of Keypresses,https://leetcode.com/problems/minimum-number-of-keypresses,False,71.3%,Med.
2269,Find the K-Beauty of a Number,https://leetcode.com/problems/find-the-k-beauty-of-a-number,False,62.1%,Easy
2270,Number of Ways to Split Array,https://leetcode.com/problems/number-of-ways-to-split-array,False,56.0%,Med.
2271,Maximum White Tiles Covered by a Carpet,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet,False,35.1%,Med.
2272,Substring With Largest Variance,https://leetcode.com/problems/substring-with-largest-variance,False,45.9%,Hard
2273,Find Resultant Array After Removing Anagrams,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams,False,59.8%,Easy
2274,Maximum Consecutive Floors Without Special Floors,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors,False,52.2%,Med.
2275,Largest Combination With Bitwise AND Greater Than Zero,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero,False,80.8%,Med.
2276,Count Integers in Intervals,https://leetcode.com/problems/count-integers-in-intervals,False,34.6%,Hard
2277,Closest Node to Path in Tree,https://leetcode.com/problems/closest-node-to-path-in-tree,False,62.2%,Hard
2278,Percentage of Letter in String,https://leetcode.com/problems/percentage-of-letter-in-string,False,74.7%,Easy
2279,Maximum Bags With Full Capacity of Rocks,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks,False,67.7%,Med.
2280,Minimum Lines to Represent a Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart,False,26.3%,Med.
2281,Sum of Total Strength of Wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards,False,28.6%,Hard
2282,Number of People That Can Be Seen in a Grid,https://leetcode.com/problems/number-of-people-that-can-be-seen-in-a-grid,False,47.3%,Med.
2283,Check if Number Has Equal Digit Count and Digit Value,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value,False,72.6%,Easy
2284,Sender With Largest Word Count,https://leetcode.com/problems/sender-with-largest-word-count,False,58.7%,Med.
2285,Maximum Total Importance of Roads,https://leetcode.com/problems/maximum-total-importance-of-roads,False,69.1%,Med.
2286,Booking Concert Tickets in Groups,https://leetcode.com/problems/booking-concert-tickets-in-groups,False,17.9%,Hard
2287,Rearrange Characters to Make Target String,https://leetcode.com/problems/rearrange-characters-to-make-target-string,False,60.4%,Easy
2288,Apply Discount to Prices,https://leetcode.com/problems/apply-discount-to-prices,False,33.1%,Med.
2289,Steps to Make Array Non-decreasing,https://leetcode.com/problems/steps-to-make-array-non-decreasing,False,23.4%,Med.
2290,Minimum Obstacle Removal to Reach Corner,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner,False,70.2%,Hard
2291,Maximum Profit From Trading Stocks,https://leetcode.com/problems/maximum-profit-from-trading-stocks,False,46.8%,Med.
2292,Products With Three or More Orders in Two Consecutive Years,https://leetcode.com/problems/products-with-three-or-more-orders-in-two-consecutive-years,False,40.3%,Med.
2293,Min Max Game,https://leetcode.com/problems/min-max-game,False,63.8%,Easy
2294,Partition Array Such That Maximum Difference Is K,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k,False,81.8%,Med.
2295,Replace Elements in an Array,https://leetcode.com/problems/replace-elements-in-an-array,False,59.0%,Med.
2296,Design a Text Editor,https://leetcode.com/problems/design-a-text-editor,False,47.9%,Hard
2297,Jump Game VIII,https://leetcode.com/problems/jump-game-viii,False,45.0%,Med.
2298,Tasks Count in the Weekend,https://leetcode.com/problems/tasks-count-in-the-weekend,False,82.1%,Med.
2299,Strong Password Checker II,https://leetcode.com/problems/strong-password-checker-ii,False,55.1%,Easy
2300,Successful Pairs of Spells and Potions,https://leetcode.com/problems/successful-pairs-of-spells-and-potions,False,45.8%,Med.
2301,Match Substring After Replacement,https://leetcode.com/problems/match-substring-after-replacement,False,42.4%,Hard
2302,Count Subarrays With Score Less Than K,https://leetcode.com/problems/count-subarrays-with-score-less-than-k,False,62.4%,Hard
